Sunda;Terjemahan;Thesaurus 1;Thesaurus 2;Thesaurus 3
gudar-gedor ; menjual sesuatu dgn harga murah; ;  ; 
gudug; berkoar koar;ngaguduk ;  ; 
ngaguduk ; berkoar koar;gudug ;  ; 
gugah ; bangun;wangun ; cengkat ; geing
gugu; menurut;anut ; ngagugu ; 
ngagugu ; menurut;anut ; gugu ; 
gugunungan ; bukit;pasir ;  ; 
gugurah ; berkumur; ;  ; 
gugusi ; gusi; ;  ; 
guguyon ; jenaka; ;  ; 
guha ; goa; ;  ; 
gujek; mengajak;ngagujek ; sampeur ; 
ngagujek ; mengajak;gujek ; sampeur ; 
gujrud ; gempar;ear ;  ; 
gula ; gula;cikruh ;  ; 
gulangkep ; saudara baik; ;  ; 
gulawing ; jatuh tapi tergantung; ;  ; 
gulawing; tergantung;gandoy ; gawil ; gawing
ngagulawing ; tergantung;gandoy ; gawil ; gawing
guligah; tidak tenang;ngaguligah ;  ; 
ngaguligah ; tidak tenang;guligah ;  ; 
guliksek ; mendesak;desek ; ngadesek ; anseg
gulipak; jatuh berguling;ngagulipak ;  ; 
ngagulipak ; jatuh berguling;gulipak ;  ; 
gulitik; jaturh terguling;ngagulitik ;  ; 
ngagulitik ; jaturh terguling;gulitik ;  ; 
guludug ; guntur; ;  ; 
gulutuk; berguling guling;ngagulut ;  ; 
ngagulut ; berguling guling;gulutuk ;  ; 
gumbira ; gembira;berag ; bingah ; gerah
gumilang ; gemilang; ;  ; 
gumujeng ; tertawa; ;  ; 
gundam ; mengigau;ngalindur ;  ; 
gunduk; bertumpuk;ngagunduk ; gepok ; 
ngagunduk ; bertumpuk;gunduk ; gepok ; 
guntayangan; meloncat loncat;ajle ajle-ajlean ; ngaguntayang ; 
ngaguntayang ; meloncat loncat;ajle ajle-ajlean ; guntayangan ; 
guntur ; banjir;berungkak ; caah ; 
gupay; memanggil smbil menggerakan tangan;ngagupayan ;  ; 
ngagupayan ; memanggil smbil menggerakan tangan;gupay ;  ; 
gupuy-gapay ; meraba-raba;dicapaan ;  ; 
gura-giru ; terburu-buru;rusuh ;  ; 
gurat ; garis; ;  ; 
gurawes ; terjal;nangtawing ; leumpang ; papah
gurawil; jatuh dari tempat yang tinggi;ngagurawil ;  ; 
ngagurawil ; jatuh dari tempat yang tinggi;gurawil ;  ; 
gurilap ; gemerlap;obroy ;  ; 
gurinjal ngagurinjal ; menggerakan badan dengan tenaga; ;  ; 
guru ; guru; ;  ; 
gurubug; terperanjat;gebeg ; ngagebeg ; ngagurubug
ngagurubug ; terperanjat;gebeg ; ngagebeg ; gurubug
gurumut; mengerumuni;ngagurumut ;  ; 
ngagurumut ; mengerumuni;gurumut ;  ; 
gurunggusuh ; tidak tertib; ;  ; 
gusruk; menggosok-gosok;gisisk ; ngagisisk ; ngagusruk
ngagusruk ; menggosok-gosok;gisisk ; ngagisisk ; gusruk
guyang ; mandi dalam ukbang(an) (kerbau); ;  ; 
halabhab ; dahaga;hanaang ;  ; 
halimpu ; merdu; ;  ; 
halimun ; kabut; ;  ; 
halis ; alis; ;  ; 
halodo ; musim kering; ;  ; 
halu ; alu;lisung ; era,eraan ; 
hambar ; tawar; ;  ; 
hampang ; ringan;garing ; mindeng ; 
hampas ; ampas;seupah ;  ; 
hamperu ; empedu; ;  ; 
hampura ; maaf;punten ;  ; 
han ; hanya;among ; mung ; naming
hanaang ; dahaga;halabhab ;  ; 
handap ; bawah;bawah ; ngabawah ; 
haneut ; hangat; ;  ; 
hanjakal ; menyayangkan;deudeuh ; mikadeudeuh ; 
hanjelu ; sesal;ambek ;  ; 
hanyir ; amis; ;  ; 
hapa ; hampa;gabug ;  ; 
hapunten ; mohon maaf;bendu ;  ; 
harangasu ; jelaga; ;  ; 
haratis ; gratis; ;  ; 
harep ; harap;ngaharepkeun ; pambrih ; 
hareudang ; gerah;kareunang ; baringsang ; 
hareup ; depan;payun ;  ; 
harewos ; bisik; ;  ; 
harigu ; dada; ;  ; 
hariring ; dendang; ;  ; 
hariwang ; cemas; ;  ; 
harkat ; martabat; ;  ; 
harti ; arti;hartos ;  ; 
hartos ; arti;harti ;  ; 
haseum ; asam; ;  ; 
haseup ; asap; ;  ; 
hate ; hati;ati ; manah ; cageur
haturan ; bagian;bagean ; palih ; sapalih
haur ; bambu;beletok ; ceboy ; 
hawek ; loba; ;  ; 
hayam ; ayam;coo ; nyoo ; 
hayang ; mau;bade ; hoyong ; kersa
hayu ; ayo; ;  ; 
he es ; tidur;kulem ; mondok ; sare
hejo ; hijau; ;  ; 
hemeng ; heran;deudeupeun ;  ; 
henteu ; tidak akan; ;  ; 
herang ; bening;canebrang ;  ; 
hese ; susah;sesah ; deruk ; ngaderuk
heu euh ; iya;enya ; muhun ; 
heubeul ; dahulu;baheula ; kapungkur ; bareto
heulang ; elang; ;  ; 
heuleut ; saat;danget ; mangsa ; waktuna
heureut ; menyempit; ;  ; 
heureuy ; gurau; ;  ; 
hideng ; rajin;getol ; daek ; 
hidep ; kamu;anjeun ; maneh ; sia
hideung ; hitam; ;  ; 
hideung cakeutreuk ; hitam legam;hideung lestreng ;  ; 
hideung lestreng ; hitam legam;hideung cakeutreuk ;  ; 
hieum ; rindang; ;  ; 
hiji ; satu; ;  ; 
hiji hal ; sesuatu; ;  ; 
hiji jalma ; seseorang; ;  ; 
hilap ; lupa;lali ; limpeuran ; poho
hileud ; ulat; ;  ; 
hilik ; awas;kade ;  ; 
hilir ; ilir; ;  ; 
hipu ; empuk;emoy ;  ; 
hirup ; hidup;jumeneng ; kahirupan ; pencaharian
hitut ; kentut;bobos ;  ; 
honcewang ; bimbang;bingbang ;  ; 
honeng ; rindu;sono ;  ; 
hoream ; malas;males ;  ; 
hoyong ; mau;bade ; hayang ; kersa
hudang ; bangun tidur;lilir ;  ; 
huis ; uban;salatu ;  ; 
hujan ; hujan; ;  ; 
hulu ; kepala;mastaka ; sirah ; 
huma ; ladang; ;  ; 
huntu ; gigi;waos ;  ; 
hurang ; udang; ;  ; 
hurung ; nyala; ;  ; 
hutang ; utang; ;  ; 
huut ; gabah; ;  ; 
hyang ; dewa;sanghyang ;  ; 
iasa ; bisa;bisa ; tiasa ; begug
ibak ; mandi;mandi ; siram ; cebor
iber ; kabar;beja ; tanggara ; 
ibing ; menari;igel ; ngagitek ; 
ibu ; ibu;ambu ; biang ; indung
ibun ; embun; ;  ; 
ical ; jual;gingsir ; ngagigsir ; icalan
icalan ; berjualan;gingsir ; ngagigsir ; ical
icip ; cicip; ;  ; 
idek ; didekatkan;deukeut ;  ; 
ieu ; ini; ;  ; 
iga ; rusuk; ;  ; 
igel ; menari;ibing ; ngagitek ; 
ijid ; jijik;geuleuh ; gleh ; birigidig
ilahar ; normal; ;  ; 
imah ; rumah;bumi ; rorompok ; 
imbit ; pantat;birit ; bujur ; 
impian ; impian; ;  ; 
impleng ; membayangkan;kalangkang ; sawang ; 
imut ; senyum;seuri ;  ; 
incer ; incar; ;  ; 
incok ; encok; ;  ; 
incu ; cucu; ;  ; 
indit ; pergi;miang ;  ; 
indonesia ; indonesia; ;  ; 
indung ; ibu;ambu ; biang ; ibu
indungna ; ibunya;ambu ; biang ; biung
inget ; ingat;emut ; cantula ; nyantula
inggis ; gelisah;moyeg ;  ; 
ingkab ; ketiak; ;  ; 
ingkig ; pergi meninggalkan; ;  ; 
ingon ; ternak; ;  ; 
injeum ; pinjam; ;  ; 
injuk ; ijuk; ;  ; 
inohong ; tokoh; ;  ; 
inteun ; intan; ;  ; 
ipis ; tipis; ;  ; 
iraha ; kapan; ;  ; 
irong ; lihat;bireungeuh ; deleh ; deuleu
irung ; hidung;pangambung ;  ; 
ised ; geser; ;  ; 
isin ; malu;era ; ajrih ; era,eraan
istenan ; memperhatikan;perhatosan ;  ; 
isteri ; wanita; ;  ; 
isuk ; besok;enjing ; isukan ; 
isukan ; besok;enjing ; isuk ; 
isuk-isuk ; pagi-pagi;enjing-enjing ;  ; 
itu ; itu;eta ;  ; 
itung ; hitung;etang ; bilang ; milang
iuh ; teduh; ;  ; 
iwal ; kecuali;kajabi ;  ; 
jadi ; jadi;janten ; purun ; barobah kaayaan
jaga ; kelak; ;  ; 
jagjag ; sehat;cageur ; walagri ; waluya
jagong ; jagung; ;  ; 
jahat ; jahat; ;  ; 
jail ; jahil; ;  ; 
jajaka ; jejaka;bujangan ;  ; 
jajaten ; ilmu kesaktian; ;  ; 
jalma ; manusia;jalmi ;  ; 
jalmi ; manusia;jalma ;  ; 
jalu ; jantan; ;  ; 
jampana ; joli; ;  ; 
jampe ; mantera; ;  ; 
janari ; pagi buta; ;  ; 
jandela ; jendela;bengeh ;  ; 
jangar ; pusing;lieur ; musing ; baruten
janggot ; janggut; ;  ; 
jangjang ; sayap; ;  ; 
jangji ; janji;pasini ; brata 1 brangta ; 2 barata
jangkorang ; tinggi kurus; ;  ; 
jangkrik ; jangkrik; ;  ; 
jangkung ; tinggi;luhung ; luhur ; 
janten ; jadi;jadi ; purun ; barobah kaayaan
japati ; merpati; ;  ; 
jaram ; kuman;meurit ;  ; 
jarhiji ; jari manis; ;  ; 
jarum ; jarum; ;  ; 
jatra ; jelas;atra ; eces ; gemet
jauh ; jauh;tebih ;  ; 
jawer ; janger ayam; ;  ; 
jegud ; kaya;mukti ; beunghar ; 
jempling ; sepi; ;  ; 
jempol ; ibu jari; ;  ; 
jenengan ; nama;nam ; nami ; ngaran
jero ; dalam;jerona ;  ; 
jerona ; dalamnya;jero ;  ; 
jeruk butun ; sj jeruk; ;  ; 
jeung ; dan;miwah ; sarta ; 
jibreg ; basah kuyup;rancucut ;  ; 
jiga ; seperti;kawas ; sapertos ; sepertos
jilid ; jilid; ;  ; 
jiwa ; jiwa; ;  ; 
juang ; berjuang;bajoang ;  ; 
jugjug ; tuju;sapagodos ;  ; 
jujuluk ; gelar; ;  ; 
jujur ; jujur;cacap ;  ; 
jumblah ; jumlah;jumlah ;  ; 
jumeneng ; hidup;hirup ; kahirupan ; pencaharian
jumlah ; jumlah;jumblah ;  ; 
jumpalit ; salto;juralit ;  ; 
jungkrang ; jurang; ;  ; 
juntrung ; menjadi;barobah kaayaan ; jadi ; janten
juragan ; tuan;agan ;  ; 
juralit ; salto;jumpalit ;  ; 
jurig ; hantu;bungaok ; ririwa ; siluman
juru ; sudut; ;  ; 
juru basa ; juru bahasa,; ;  ; 
ka ; ke; ;  ; 
kaasih ; kasih;kabogoh ; meumeut ; kameumeut
kabadi ; sakit mendaâ­dak dan disangka; ;  ; 
kabayahkeun ; terdesak, terkalahkan oleh madu (wanita yg dimadu);anseg ; desek ; ngadesek
kabeh ; semua;nisakara ; saniskara ; sadaya
kabekok ; tertipu membeli barang (terlalu mahal at dapat barang yg palsu); ;  ; 
kabentar ; tersambar;bentar ;  ; 
kabiri ; kebiri; ;  ; 
kaboga ; dimiliki;milik ; piboga ; 
kabogoh ; kekasih;meumeut ; kameumeut ; kaasih
kabulusan ; kedingingan sehingga menggigil; ;  ; 
kaca ; halaman; ;  ; 
kacalikan ; terduduki, mendapat kllnjungan kehormatan, kemasukan roh orang lain;calik ; dengklang ; ngadengklang
kacang ; kacang;sacanggeum ;  ; 
kacapangan ; perkataan yg sewaktu-waktu diucapkan oleh orang banyak menjadi buah mulut (sj pameo); ;  ; 
kacida ; amat sangat; ;  ; 
kade ; awas;hilik ;  ; 
kadek ; sambit;sabet ;  ; 
kadieu ; ke sini; ;  ; 
kaditu ; ke sana; ;  ; 
kadongdong ; kedongdong; ;  ; 
kadongkapan ; kedatangan;cunduk ; dongkap ; sumping
kaen ; kain;lawon ; layon ; 
kagagalan ; kegagalan;burung ; gagal ; 
kagoda ; tergoda; ;  ; 
kagungan ; punya;boga ; gableg ; gaduh
kahatur ; kepada;murda ; dina ; 
kahayang ; keinginan;caringin ;  ; 
kahiji ; pertama;munggaran ;  ; 
kahirupan ; kehidupan;hirup ; jumeneng ; pencaharian
kai ; kayu;bared ; beletok ; 
kajabi ; kecuali;iwal ;  ; 
kajajaden ; jejadian; ;  ; 
kajeun ; biarkan;mingkeun ; abur ; antep
kakandungan ; hamil;meteng ; reuneuh ; 
kakoncara ; terkenal;beken ; dipikawanoh ; 
kalangkang ; bayangan;impleng ; sawang ; 
kalapa ; kelapa; ;  ; 
kalawan ; dengan;eujeung ; sareng ; sinareng
kaleng ; aping; ;  ; 
kaler ; utara; ;  ; 
kaleungitan ; kehilangan;leungit ; musna ; 
kalih ; juga;oge ;  ; 
kalintang ; sekali;damna sabar ; sabar sarana ; 
kaliwat ; lalu;ambah ; ngambah ; 
kalong ; kelelawar;cirit ;  ; 
kamar ; kamar; ;  ; 
kamari ; kemarin; ;  ; 
kampak ; kapak; ;  ; 
kampungan ; norak; ;  ; 
kampus ; kampus; ;  ; 
kamus ; kamus; ;  ; 
kandel ; tebal; ;  ; 
kanggo ; untuk;paranti ; pikeun ; ajang
kangkalung ; kalung;kongkorong ;  ; 
kanoman ; istana raja muda; ;  ; 
kantor ; kantor; ;  ; 
kantos ; pernah;kungsi ; tah ; 
kanyaho ; pengetahuan; ;  ; 
kaos sangsang ; singlet; ;  ; 
kaping ; tanggal;ping ;  ; 
kapungkur ; dahulu;baheula ; heubeul ; bareto
kaput ; jahit; ;  ; 
karang ; tahi lalat; ;  ; 
karaton ; istana; ;  ; 
kareueut ; manis sekali; ;  ; 
kareunang ; gerah;hareudang ; baringsang ; 
karunya ; kasian; ;  ; 
kasetrum ; tersengat listrik; ;  ; 
kasuat-suat ; teringat-ingat; ;  ; 
katel ; wajan; ;  ; 
katuhu ; kanan;tengen ;  ; 
kaula ; saya;abdi ; dewek ; kuring
kaulinan ; permainan;aber ; ngaber ; aber aberan
kawas ; seperti;jiga ; sapertos ; sepertos
kawas bayah kuda ; kain yg sudah hilang warna aslinya karena sering dicuci at kena sinar matahari; ;  ; 
kawas dodol bulukan ; dikatakan kpd orang berkulit hitam memakai bedak tidak rata; ;  ; 
kawas lauk asup kana bubu ; sulit keluar lagi dr suatu lingkungan (organisasi) krn terikat oleh janji at peraturan; ;  ; 
kawasa ; kuasa; ;  ; 
kawentar ; mashur; ;  ; 
kawih ; lagu;langgam ;  ; 
kawilang ; terbilang;wilangan ;  ; 
kawit ; mulai;asal ; mimiti ; ngawitan
kawon ; kalah;eleh ; keok ; cepak
kawung ; enau; ;  ; 
kayas ; pink; ;  ; 
ke mana ; kemana;ke manten ; di manten ; mana
ke manten ; kemana;ke mana ; di manten ; mana
kebon ; kebun; ;  ; 
kecap ; kalimat; ;  ; 
kedah ; harus;kudu ; mudu ; 
kedul ; pemalas; ;  ; 
kelek ; keliak; ;  ; 
kelenci ; kelinci; ;  ; 
kelir ; warna; ;  ; 
kembang ; bunga;mipit ;  ; 
kempel ; kumpul;kempelan ;  ; 
kempelan ; perkumpulan;kempel ;  ; 
kenca ; kiri;kiwa ;  ; 
keneh ; masih;masih ;  ; 
kenging ; dapat;berek ; begug ; beunang
kentel ; kental;lekoh ;  ; 
kenteng ; genteng; ;  ; 
kenyed ; hentak; ;  ; 
kenyot ; isap; ;  ; 
keok ; kalah;eleh ; kawon ; cepak
kerek ; mendengkur; ;  ; 
kerekeb ; terkam;gabrug ;  ; 
kerepus ; topi;dudukuy ;  ; 
keretas ; kertas; ;  ; 
kersa ; mau;bade ; hayang ; hoyong
kesang ; keringat; ;  ; 
kesed ; sepat; ;  ; 
keuheul ; jengkel; ;  ; 
keukeuh ; memaksa; ;  ; 
keukeup ; peluk; ;  ; 
keuneung ; tumit; ;  ; 
keupeul ; genggam;canggeum ;  ; 
keur ; sedang;anco ; nedeng ; nuju
keur bentang surem ; ki sedang sial, celaka;cilaka ; ngabebeskeun ; 
keur bentang terang ; sedang mujur; ;  ; 
keureut ; iris; ;  ; 
keusik ; pasir; ;  ; 
keuyeup ; kepiting sawah; ;  ; 
kiat ; kuat;bedas ; belejag ; cangker
kiceup ; kedip; ;  ; 
kidul ; selatan; ;  ; 
kieu ; begini; ;  ; 
kiih ; kencing; ;  ; 
kila-kila ; tanda-tanda; ;  ; 
kinca ; cairan gula aren; ;  ; 
kinten ; kira; ;  ; 
kinten-kinten ; kira-kira; ;  ; 
kintun ; kirim; ;  ; 
kirang ; kurang;kurang ; mineus at minus ; cangkolong
kiridit ; kredit; ;  ; 
kiripik ; keripik; ;  ; 
kiruh ; keruh; ;  ; 
kita ; urang;ambah ; ngambah ; 
kitu ; demikian; ;  ; 
kitu kaayaanana ; adanya;aya ;  ; 
kiwa ; kiri;kenca ;  ; 
kiwari ; sekarang;ayeuna ;  ; 
kobok ; memasukan tangan; ;  ; 
koceak ; jerit;dengek ; ngadengek ; goak
kojor ; meninggal;paeh ; ninggalkeun ; 
kokolot begog ; dikatakan kpd anak yg meniru-niru orang dewasa; ;  ; 
kolor ; celana dalam;cangeut ; cawet ; 
kolot ; tua;sepuh ;  ; 
komo ; apa lagi; ;  ; 
konci ; kunci; ;  ; 
koneng ; kunyit; ;  ; 
kongkorong ; kalung;kangkalung ;  ; 
kored ; kais; ;  ; 
koret ; kikir;medit ; cecel ; cudek
korong ; upil; ;  ; 
koropak ; bagian dari; ;  ; 
koropok ; berlubang; ;  ; 
koropos ; keropos; ;  ; 
korsi ; kursi; ;  ; 
kosok ; gosok; ;  ; 
ku ; oleh; ;  ; 
kuar ; anak kutu rambut; ;  ; 
kuciwa ; kecewa; ;  ; 
kudu ; harus;kedah ; mudu ; 
kueh ; kue;celong ;  ; 
kukupu ; kupu-kupu; ;  ; 
kulah ; kolam;balong ; empang ; 
kulambu ; kelambu; ;  ; 
kulawarga ; keluarga;bondoroyot ; kulawargi ; 
kulawargi ; keluarga;bondoroyot ; kulawarga ; 
kulem ; tidur;he es ; mondok ; sare
kulon ; barat; ;  ; 
kulub ; rebus;godog ;  ; 
kulutus ; gerutu; ;  ; 
kumaha ; bagaiman; ;  ; 
kumbah ; cuci;wasuh ;  ; 
kumeli ; kentang; ;  ; 
kumis ; kumis;rumbah ; bewok ; 
kunaon ; kenapa;naha ;  ; 
kuncen ; juru kunci; ;  ; 
kungsi ; pernah;kantos ; tah ; 
kunyit ; jawawut; ;  ; 
kunyuk ; kera;mo-nyet ; oces ; 
kuping ; dengar;dangu ; denge ; ngadangu
kurang ; kurang;kirang ; mineus at minus ; cangkolong
kurang batok ; kurang pengalaman, kurang ilmu pengetahuan; ;  ; 
kuring ; saya;abdi ; dewek ; kaula
kuris ; cacar; ;  ; 
kuru ; kurus;begang ; peot ; 
kurung ; kandang burung; ;  ; 
kurupuk ; kerupuk; ;  ; 
kusir ; kusir; ;  ; 
kusumah ; kesuma; ;  ; 
kutang ; bra;beha ;  ; 
kuya ; kura-kura;bulus ;  ; 
laat ; telat; ;  ; 
lada ; pedas; ;  ; 
lah ; lah;galungan ; gelut ; 
lahan ; tanah;taneuh ;  ; 
lain ; bukan;sanes ;  ; 
lajeng ; selanjutnya; ;  ; 
laju ; terus;beh ;  ; 
laki rabi ; suami istri; ;  ; 
lalab ; lalap; ;  ; 
lalajo ; menonton;nongton ;  ; 
lalaki ; laki-laki;pameget ;  ; 
lalampahan ; perjalanan;naktu ;  ; 
laleur ; lalat; ;  ; 
lali ; lupa;hilap ; limpeuran ; poho
laluasa ; leluasa;mulintang ; malang-mulinta ; 
lamar ; melamar; ;  ; 
lambar ; lembar; ;  ; 
lambey ; bibir;biwir ;  ; 
lami ; lama;lawas ; lila ; salila
lamokot ; belepotan;boboret ;  ; 
lamot ; jilat;letak ;  ; 
lampah ; jalan yang ditempuh; ;  ; 
lamping ; pinggir gunur; ;  ; 
lampuyang ; lempuyang; ;  ; 
lamun ; jika;sugan ; upami ; 
lana ; abadi; ;  ; 
lanceuk ; kakak;aa ; aang ; akang
lancingan ; celana;calana ; morokodokdok ; 
landong ; obat; ;  ; 
langgam ; lagu;kawih ;  ; 
langgeng ; lestari; ;  ; 
langit ; langit; ;  ; 
langki ; langka; ;  ; 
langkung ; lebih;leuwih ; onjoy ; 
langlang ; langlang;ngalanglang ;  ; 
langlayangan ; layang-layang; ;  ; 
langsur saur bahe carek ; berbicara menyinggung perasaan orang lain; ;  ; 
lantaran ; sebab;dadalan ; babi ; 
lantera ; lentera; ;  ; 
lauk ; ikan; ;  ; 
laun ; lambat; ;  ; 
lawas ; lama;lami ; lila ; salila
lawon ; kain;kaen ; layon ; 
layad ; jenguk;layat ; nonghol ; 
layat ; jenguk;layad ; nonghol ; 
layeut ; selalu bersama; ;  ; 
layon ; kain;kaen ; lawon ; 
layung ; lembayung; ;  ; 
lebar ; sayang;deudeuh ; geugeut ; nyaah
lebet ; masuk;abus ; asup ; 
lebu ; abu gosok; ;  ; 
ledis ; habis tidak tersisa;ludes ;  ; 
leeh ; mencair; ;  ; 
leeutan ; makanan;bekel ; bongko ; dahar
lega ; luas; ;  ; 
leketek ; gelitik;eleketek ; ngeleketek ; 
lekoh ; kental;kentel ;  ; 
lelepen ; cincin;ali ; cingcin ; 
leleson ; istirahat; ;  ; 
lemah cai ; tanah air; ;  ; 
lembur ; desa; ;  ; 
lemes ; halus; ;  ; 
lempeng ; lurus; ;  ; 
lengkah ; langkah; ;  ; 
lenglang ; cerah; ;  ; 
lengoh ; tidak bawa apa-apa; ;  ; 
lentah ; lintah; ;  ; 
leot ; setrika; ;  ; 
lepat ; salah; ;  ; 
leres ; benar;eucreug ; palamarta ; bener
lesot ; lepas;bolonyon ; ngabolonyon ; mo
letah ; lidah; ;  ; 
letak ; jilat;lamot ;  ; 
letoy ; lemah;gajih ;  ; 
leuit ; lumbung; ;  ; 
leuleus ; lemas; ;  ; 
leumeung ; lemang; ;  ; 
leumpang ; jalan;papah ; gurawes ; nangtawing
leungeun ; tangan;panangan ;  ; 
leungit ; hilang;musna ; kaleungitan ; 
leupeut ; lontong;bongko ;  ; 
leutak ; lumpur; ;  ; 
leutik ; kecil;alit ; eutik ; mini
leuweung ; hutan; ;  ; 
leuweung geledegan ; hutan rimba; ;  ; 
leuwi ; kolam pemandian; ;  ; 
leuwih ; lebih;langkung ; onjoy ; 
liang ; lobang; ;  ; 
liat ; alot; ;  ; 
lieuk ; toleh; ;  ; 
lieur ; pusing;jangar ; musing ; baruten
lila ; lama;lami ; lawas ; salila
lilir ; bangun tidur;hudang ;  ; 
lima ; lima; ;  ; 
limpeuran ; lupa;hilap ; lali ; poho
lindeuk ; jinak; ;  ; 
linggih ; tinggal;cicing ;  ; 
lini ; gempa; ;  ; 
lintuh ; gemuk;gembeyek ; montok ; 
lisa ; telur kutu rambut; ;  ; 
lisung ; alu;halu ; era,eraan ; 
loba ; banyak;gereyek ; mucekil ; seueur
lodaya ; harimau;maung ; meong ; 
loket ; dompet;mores ;  ; 
lolong ; buta;pahok ;  ; 
lomari ; lemari; ;  ; 
lonceng ; bel;beuli ; galeuh ; meser
londok ; bunglon; ;  ; 
longok ; kunjung;anjang ;  ; 
losin ; lusin; ;  ; 
lucu ; lucu; ;  ; 
ludes ; habis tidak tersisa;ledis ;  ; 
ludeung ; berani;teuneung ; wani ; 
luhung ; tinggi;jangkung ; luhur ; 
luhur ; tinggi;jangkung ; luhung ; 
luhureun ; diatas; ;  ; 
lukut ; lumut; ;  ; 
lumangsung ; terjadi;barobah kaayaan ; jadi ; janten
lumpat ; lari;bubul ;  ; 
luncat ; loncat;acleng ; ngacleng ; 
lungguh ; pendiam;cicing ; dumuk ; 
lungse ; lelah;cape ;  ; 
lungsur ; turun; ;  ; 
luyu ; sesuai; ;  ; 
madu ; madu; ;  ; 
maehan ; membunuh;mateni ; ngarogahala ; 
maenya ; masa;piraku ;  ; 
mahiwal ; janggal;ningnang ;  ; 
majeng ; maju;ngangsed ;  ; 
maksad ; maksud;amrih ; neja ; 
makuta ; mahkota; ;  ; 
malaekat ; malaikat; ;  ; 
malengpeng ; lempar batu; ;  ; 
males ; malas;hoream ;  ; 
maling ; pencuri;garong ; badog ; paling
mamang ; paman;amang ; emang ; 
mamaos ; tembang; ;  ; 
mana ; mana;di manten ; ke mana ; ke manten
manah ; hati;ati ; hate ; cageur
manawi ; barangkali;boa ; boa-boa ; meureun
mandi ; mandi;ibak ; siram ; cebor
maneh ; kamu;anjeun ; hidep ; sia
manehna ; dia;anjeunna ; cawis ; sayogi
mangga ; silakan;pek ;  ; 
manggah ; mangga;buah ;  ; 
manggu ; manggis; ;  ; 
manggul ; pikul; ;  ; 
mangka ; maka; ;  ; 
mangkukna ; kemarin lusa; ;  ; 
mangrupa ; berupa; ;  ; 
mangsa ; saat;danget ; heuleut ; waktuna
mangsi ; tinta; ;  ; 
mantep ; mantap; ;  ; 
manuk ; burung;coo ; nyoo ; 
maos ; membaca;aos ;  ; 
maot ; meninggal dunia;tilar dunya ;  ; 
maranehanana ; mereka; ;  ; 
margi ; karena;dumeh ; sabab ; 
masang ; pasang;pasangan ;  ; 
masih ; masih;keneh ;  ; 
mastaka ; kepala;hulu ; sirah ; 
matak ; membuat;midamel ; nyieun ; ajang
matang ; seimbang;padan ; sapadan ; 
mateni ; membunuh;maehan ; ngarogahala ; 
maturan ; menemani; ;  ; 
maung ; harimau;lodaya ; meong ; 
mayit ; mayat;babatang ;  ; 
meber-meber totopong heur ; mengatur-atur rezeki yg sedikit agar mencukupi; ;  ; 
mecakan ; mencoba;nyobaan ; cobi ; dodoja
medit ; kikir;koret ; cecel ; cudek
meja ; meja; ;  ; 
melak ; tanam; ;  ; 
mencrang ; berkilau; ;  ; 
mengangkruk ; tidak main sama sekali; ;  ; 
mengkol ; belok;biluk ; pengkol ; 
mengpar ; lempar;alung ; balang ; baledog
menta ; minta; ;  ; 
mentelu ; kerabat keturunan ketiga; ;  ; 
menyukai ; mikaresep; ;  ; 
meong ; harimau;lodaya ; maung ; 
merdik ; bebas; ;  ; 
mere ; memberi;bere ; pasihan ; 
meredel ; terus melahirkan (anak); ;  ; 
meredong ; gelap;poek ;  ; 
merejel ; keluar karena ditekan (tapal gigi); ;  ; 
merejih ; menetes (benda cair yg agak kental); ;  ; 
merekela ; banyak permintaan (anak); ;  ; 
merekenyenyen ; bunga jengkol; ;  ; 
mereketengteng ; regang; ;  ; 
mereketetet ; tidak (mau) membesar (tanaman); ;  ; 
merekis ; banyak isinya (saku); ;  ; 
mereko ; mendeko; ;  ; 
merelek ; terus-terusan menguap; ;  ; 
merem ; agak buta; ;  ; 
mere-maweh ; suka berderma; ;  ; 
merenyeng ; mengotot mau pergi karena marah; ;  ; 
meresan ; beres;rampung ; beres ; 
merewedeng ; keras kepala;andarawang ; bedang ; 
merhatikeun ; peduli; ;  ; 
meri ; itik; ;  ; 
mertua ; mertua;mitoha ;  ; 
merul ; banyak (orang) yg datang; ;  ; 
mesem ; tersenyum; ;  ; 
meser ; membeli;galeuh ; beuli ; lonceng
mesin ; mesin;beresin ; di dieu ; dieu
mesum ; muram; ;  ; 
metafora ; metafora; ;  ; 
metat ; dipakai terus; ;  ; 
meteng ; hamil;kakandungan ; reuneuh ; 
meter ; meter; ;  ; 
metet ; penuh sekali (pst kopor dng pakaian); ;  ; 
metodeu ; metode;padika ;  ; 
metot ; tarik;betot ; batek ; bongrey
metra ; ubahan dr netra, 'mata'; ;  ; 
metung ; penuh (piring dng nasi dsb); ;  ; 
meubeut-meulit ; membawa-bawa; ;  ; 
meueus at meueusan ; mendingan; ;  ; 
meugeus ; sudah, berhenti (anjuran at suruhan): - atuh udud teh kapan boga kasakit eungap!, berhentilah (sudahlah) merokok itu, kan punya penyakit sesak napas!;atos ; enggeus ; geus
meuhpeuy ; berbuah banyak (pohon buah-buahan); ;  ; 
meujeuh at eujeuh ; sudah: - entong ceurik bae, era ku tatangga!, sudahlah jangan terus saja menangis, malu sama tatangga!; ;  ; 
meujeuhna ; sedang (pakaian); ;  ; 
meumeut; kekasih;kabogoh ; kameumeut ; kaasih
